1.14, 1.08, 1.18, 1.25, 1.08, 0.97, 0.95
1.14, 1.24, 1.21, 0.98, 0.73, 0.88, 1.00
1.15, 1.22, 0.80, 0.54, 0.49, 0.98, 1.19
1.13, 1.14, 0.66, 0.20, 0.66, 1.14, 1.13
1.19, 0.98, 0.49, 0.54, 0.80, 1.22, 1.15
1.00, 0.88, 0.73, 0.98, 1.21, 1.24, 1.14
0.95, 0.97, 1.08, 1.25, 1.18, 1.08, 1.14
